8.45691 1.21273
8.49699 1.09691
8.53707 1.26465
8.57715 1.12129
8.61723 1.27195
8.65731 1.03823
8.69739 1.17710
8.73747 1.23689
8.77756 1.07866
8.81764 1.05324
8.85772 1.13819
8.89780 0.98869
8.93788 0.89586
8.97796 1.13428
9.01804 1.16745
9.05812 1.16932
9.09820 1.06109
9.13828 1.01043
9.17836 1.06070
9.21844 0.94294
9.25852 0.85183
9.29860 0.91437
9.33868 1.15694
9.37876 0.94943
9.41884 0.75887
9.45892 0.88862
9.49900 1.01264
9.53908 0.98317
9.57916 0.98389
9.61924 0.83503
9.65932 0.96330
9.69940 1.05507
9.73948 0.89163
9.77956 1.05489
9.81964 0.83773
9.85972 0.98427
9.89980 0.91323
9.93988 0.99671
9.97996 0.89521
10.02004 1.06382
10.06012 0.81297
10.10020 0.89782
10.14028 0.82656
10.18036 0.95257
10.22044 0.78635
10.26052 0.87882
10.30060 0.84395
10.34068 0.77369
10.38076 0.94401
10.42084 0.78855
10.46092 0.97423
10.50100 0.87657
10.54108 1.09191
10.58116 0.80100
10.62124 0.79096
10.66132 0.86127
10.70140 0.93576
10.74148 0.84703
10.78156 0.93188
10.82164 0.92686
10.86172 0.87195
10.90180 0.63170
10.94188 0.90414
10.98196 0.89646
11.02204 0.86000
11.06212 0.76138
11.10220 0.80354
11.14228 0.87471
11.18236 0.84567
11.22244 0.88519
11.26253 0.86351
11.30261 0.90505
11.34269 0.81293
11.38277 0.99405
11.42285 0.79222
11.46293 0.64860
11.50301 1.02655
11.54309 0.82842
11.58317 0.95629
11.62325 0.87712
11.66333 0.95855
11.70341 0.80384
11.74349 0.98710
11.78357 0.93920
11.82365 0.91389
11.86373 1.07473
11.90381 1.07814
11.94389 0.90784
11.98397 1.03654
12.02405 1.12813
12.06413 0.81586
12.10421 0.92256
12.14429 0.92931
12.18437 1.00541
12.22445 0.98982
12.26453 1.10675
12.30461 0.75145
12.34469 0.88988
12.38477 0.93693
12.42485 1.09297
12.46493 1.08402
12.50501 0.98356
12.54509 1.03885
12.58517 1.03036
12.62525 0.96123
12.66533 1.04372
12.70541 0.97209
12.74549 1.22680
12.78557 1.15782
12.82565 1.00917
12.86573 1.09254
12.90581 1.23449
12.94589 1.01412
12.98597 0.93729
13.02605 1.06553
13.06613 1.16543
13.10621 0.89643
13.14629 1.02511
13.18637 0.96994
13.22645 1.05389
13.26653 0.89580
13.30661 0.92963
13.34669 1.31015
13.38677 0.98135
13.42685 0.97654
13.46693 1.11664
13.50701 0.93846
13.54709 1.11679
13.58717 1.15844
13.62725 1.12401
13.66733 0.97700
13.70741 0.96780
13.74749 1.21039
13.78758 1.06912
13.82766 1.17842
13.86774 1.12389
13.90782 1.00639
13.94790 1.05484
13.98798 0.94669
14.02806 1.04306
14.06814 0.94404
14.10822 1.16994
14.14830 1.12245
14.18838 1.18445
14.22846 1.15435
14.26854 1.01369
14.30862 0.96837
14.34870 0.98597
14.38878 1.17713
14.42886 1.09918
14.46894 1.06392
14.50902 1.15257
14.54910 0.93643
14.58918 1.02229
14.62926 1.17790
14.66934 0.88475
14.70942 0.94170
14.74950 1.16699
14.78958 1.02559
14.82966 0.79474
14.86974 0.93460
14.90982 1.19625
14.94990 1.08198
14.98998 1.04795
15.03006 0.97682
15.07014 0.98168
15.11022 1.03805
15.15030 0.89474
15.19038 1.24103
15.23046 1.07831
15.27054 1.00093
15.31062 0.92641
15.35070 0.91865
15.39078 1.23559
15.43086 1.01989
15.47094 1.19250
15.51102 0.85064
15.55110 0.92953
15.59118 1.06045
15.63126 1.01397
15.67134 1.39435
15.71142 0.97434
15.75150 1.08355
15.79158 0.95997
15.83166 1.00791
15.87174 0.92342
15.91182 1.12517
15.95190 0.97496
15.99198 1.03285
16.03206 1.08126
16.07214 1.03903
16.11222 1.01995
16.15230 0.98199
16.19238 1.12331
16.23246 1.03712
16.27255 1.02500
16.31263 0.99771
16.35271 0.91167
16.39279 0.91964
16.43287 1.29290
16.47295 1.07027
16.51303 0.87595
16.55311 0.86103
16.59319 0.86154
16.63327 0.88144
16.67335 0.83404
16.71343 1.01530
16.75351 0.81094
16.79359 0.89596
16.83367 0.91740
16.87375 0.90735
16.91383 0.96512
16.95391 0.99149
16.99399 0.99513
17.03407 1.09092
17.07415 1.09663
17.11423 1.05300
17.15431 0.81497
17.19439 0.81284
17.23447 0.99792
17.27455 1.00289
17.31463 0.92887
17.35471 1.01194
17.39479 0.94077
17.43487 0.74694
17.47495 0.97689
17.51503 1.01973
17.55511 1.15806
17.59519 1.17889
17.63527 0.94792
17.67535 1.04934
17.71543 0.98669
17.75551 1.03721
17.79559 0.86903
17.83567 0.82608
17.87575 1.03135
17.91583 1.01775
17.95591 0.78389
17.99599 1.02989
18.03607 0.88924
18.07615 0.95923
18.11623 1.02294
18.15631 0.92276
18.19639 0.94792
18.23647 1.04141
18.27655 0.88032
18.31663 1.12616
18.35671 0.81184
18.39679 0.89780
18.43687 1.05579
18.47695 0.83301
18.51703 1.03773
18.55711 0.97463
18.59719 0.92540
18.63727 1.00558
18.67735 0.96409
18.71743 1.04025
18.75752 1.05502
18.79760 1.05550
18.83768 1.00788
18.87776 0.97041
18.91784 0.92886
18.95792 1.02047
18.99800 0.95129
19.03808 1.04397
19.07816 0.91330
19.11824 0.99753
19.15832 0.81262
19.19840 1.14815
19.23848 1.15933
19.27856 1.06145
19.31864 0.98280
19.35872 1.09638
19.39880 1.01916
19.43888 0.82415
19.47896 0.91569
19.51904 1.02052
19.55912 1.02591
19.59920 0.96561
19.63928 0.94995
19.67936 1.08901
19.71944 0.95255
19.75952 1.10880
19.79960 1.09051
19.83968 1.01014
19.87976 1.24615
19.91984 1.07328
19.95992 1.16548
20.00000 1.14315
